"","id","ResourceID","GeoUnit","Geo","Period","Duration","Label1","Label2","Label3","Label4","Label5","Label6","Value","Unit","Measure","Multiplier","NullReason","Status"
"692","763e8ef3-9493-4cc8-97c9-ed7f6ca81056","CPWEE1",NA,NA,"2011-10-16","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"693","c2c19499-cbd6-4cc3-a02c-7da36a5a35d3","CPWEE1",NA,NA,"2011-10-23","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"694","e15b1da9-ce1a-4c4b-ab4e-8e1bff4f4527","CPWEE1",NA,NA,"2011-10-30","P7D","Under 30",NA,NA,NA,NA,NA,22,"Number","Registered deaths",0,NA,NA
"695","44892975-0d82-4fd9-94c2-8b2f1685f957","CPWEE1",NA,NA,"2011-11-06","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"696","4663ba5a-dcc1-47a8-aea0-30bb89057f95","CPWEE1",NA,NA,"2011-11-27","P7D","Under 30",NA,NA,NA,NA,NA,11,"Number","Registered deaths",0,NA,NA
"697","1e03a6bc-54ce-4d58-8066-0a4150878475","CPWEE1",NA,NA,"2011-12-04","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"698","3767a4f3-20d7-4c84-94e1-04c3ecf68d31","CPWEE1",NA,NA,"2011-12-11","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"699","b330c9fc-408a-41a1-9d32-d4d63aa70745","CPWEE1",NA,NA,"2012-01-22","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"700","ed82c2f1-c4ff-4bb1-9591-2470b1b2d0b9","CPWEE1",NA,NA,"2012-01-29","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"701","aa43646b-0479-4c10-83b4-f451c594cbc2","CPWEE1",NA,NA,"2012-02-05","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"702","43efab23-06ac-44e0-ad6a-6c349b79ab8d","CPWEE1",NA,NA,"2012-02-12","P7D","Under 30",NA,NA,NA,NA,NA,29,"Number","Registered deaths",0,NA,NA
"703","809648cb-f170-4480-b60a-b643471fd1d9","CPWEE1",NA,NA,"2012-02-19","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"704","587a87ec-32d5-4330-a760-beceb25d3d48","CPWEE1",NA,NA,"2012-02-26","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"705","2f08e6d4-b48b-4e2b-81c7-08131d1cd539","CPWEE1",NA,NA,"2012-03-25","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
"706","41fb49c3-20b6-4425-b0d3-00116ec69a06","CPWEE1",NA,NA,"2012-04-01","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"707","0a9b388d-def2-4c41-aa07-cac8b41141a8","CPWEE1",NA,NA,"2012-05-06","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"708","a8ac3717-b756-4f65-9ecd-da0646e3db8e","CPWEE1",NA,NA,"2012-05-13","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"709","299e2a4d-639b-4bf1-a1e7-4f8e09a3717a","CPWEE1",NA,NA,"2012-06-10","P7D","Under 30",NA,NA,NA,NA,NA,15,"Number","Registered deaths",0,NA,NA
"710","d0b295b5-7691-4462-8cdf-8cafe486ef5d","CPWEE1",NA,NA,"2012-06-24","P7D","Under 30",NA,NA,NA,NA,NA,23,"Number","Registered deaths",0,NA,NA
"711","9c612f4f-885a-4e83-8949-0e6c0fe9f7e0","CPWEE1",NA,NA,"2012-07-01","P7D","Under 30",NA,NA,NA,NA,NA,22,"Number","Registered deaths",0,NA,NA
"712","ee32e268-926d-43d5-b13c-18bdccb23bf9","CPWEE1",NA,NA,"2012-07-08","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"713","1c8ac437-c357-4670-abe9-0382ce5b8498","CPWEE1",NA,NA,"2012-07-22","P7D","Under 30",NA,NA,NA,NA,NA,23,"Number","Registered deaths",0,NA,NA
"714","26acdf76-2270-4b0c-b42f-6f50bcc98f14","CPWEE1",NA,NA,"2012-07-29","P7D","Under 30",NA,NA,NA,NA,NA,22,"Number","Registered deaths",0,NA,NA
"715","14253206-c668-4b5c-8a97-7bb044228a15","CPWEE1",NA,NA,"2012-08-26","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"716","ce40094b-5b30-48ba-ae31-3e22a229820a","CPWEE1",NA,NA,"2012-09-09","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"717","7a272f14-1a22-42b7-84e4-1745f95906cd","CPWEE1",NA,NA,"2012-10-14","P7D","Under 30",NA,NA,NA,NA,NA,23,"Number","Registered deaths",0,NA,NA
"718","4a3b213e-c74a-4195-a0df-38552ccdec0f","CPWEE1",NA,NA,"2012-10-21","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
"719","822af80e-5700-4d26-988e-d8da0c17100b","CPWEE1",NA,NA,"2012-10-28","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"720","a616957d-2c21-49b4-bd70-69df19a2a01a","CPWEE1",NA,NA,"2012-11-04","P7D","Under 30",NA,NA,NA,NA,NA,26,"Number","Registered deaths",0,NA,NA
"721","6f742742-3e7f-4403-8259-34f0355bccf9","CPWEE1",NA,NA,"2012-11-11","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"722","64407e0a-85ad-4ebc-9142-cffddcfb6a9f","CPWEE1",NA,NA,"2012-12-16","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"723","bb2a42cc-a8bc-42ad-8195-34b22656b3fd","CPWEE1",NA,NA,"2012-12-30","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"724","de064bae-63ea-410b-97c4-d0179499dd39","CPWEE1",NA,NA,"2013-01-13","P7D","Under 30",NA,NA,NA,NA,NA,21,"Number","Registered deaths",0,NA,NA
"725","2916e155-6ca3-4897-8d53-0a63886236ce","CPWEE1",NA,NA,"2013-01-27","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"726","865742f7-eb22-49e4-8d4b-082591a6bbb5","CPWEE1",NA,NA,"2013-02-10","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"727","9d20b3de-a8ba-424c-ba10-1339feae0852","CPWEE1",NA,NA,"2013-02-17","P7D","Under 30",NA,NA,NA,NA,NA,10,"Number","Registered deaths",0,NA,NA
"728","1634c922-7d52-4d00-8ff7-9a6bb4b9732d","CPWEE1",NA,NA,"2013-03-03","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"729","191d5149-df0f-4354-9761-f0dd087da0f5","CPWEE1",NA,NA,"2013-03-10","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"730","10a4af0c-ab4f-406f-8b27-f945672a101e","CPWEE1",NA,NA,"2013-03-17","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"731","94222476-fe5d-4b63-bb91-65f095786852","CPWEE1",NA,NA,"2013-03-31","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"732","f09f5656-42f8-4941-aa26-3151d5440adb","CPWEE1",NA,NA,"2013-04-28","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"733","ece2c3d4-1be5-4c9c-ab71-fe9066c1376f","CPWEE1",NA,NA,"2013-05-05","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"734","221dea41-8643-4c9e-8e00-a7074b8e8880","CPWEE1",NA,NA,"2013-05-19","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"735","1270fd34-86e2-4f9e-bacd-960cb40e9c65","CPWEE1",NA,NA,"2013-05-26","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"736","71beaad2-b9ff-4ee9-a8c6-398bdd7d0eb5","CPWEE1",NA,NA,"2013-06-23","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"737","5efdf0a4-97e7-4577-9405-671d37d86116","CPWEE1",NA,NA,"2013-07-07","P7D","Under 30",NA,NA,NA,NA,NA,15,"Number","Registered deaths",0,NA,NA
"738","96bdfac4-0a96-4bfa-9a70-8c1b06f78d46","CPWEE1",NA,NA,"2013-07-21","P7D","Under 30",NA,NA,NA,NA,NA,22,"Number","Registered deaths",0,NA,NA
"739","8d150429-bbd9-43f3-8b1a-aef8a1386789","CPWEE1",NA,NA,"2013-07-28","P7D","Under 30",NA,NA,NA,NA,NA,9,"Number","Registered deaths",0,NA,NA
"740","8874c890-9a44-468b-9e80-0282019024b8","CPWEE1",NA,NA,"2013-08-11","P7D","Under 30",NA,NA,NA,NA,NA,25,"Number","Registered deaths",0,NA,NA
"741","4514f903-81eb-43cf-b35e-853e3ee99060","CPWEE1",NA,NA,"2013-08-18","P7D","Under 30",NA,NA,NA,NA,NA,22,"Number","Registered deaths",0,NA,NA
"742","ad379bf7-eca0-4430-9dd3-82b8d5819eea","CPWEE1",NA,NA,"2013-09-08","P7D","Under 30",NA,NA,NA,NA,NA,11,"Number","Registered deaths",0,NA,NA
"743","02ae8ebc-e0ae-4cc8-915d-4b4070196046","CPWEE1",NA,NA,"2013-09-15","P7D","Under 30",NA,NA,NA,NA,NA,21,"Number","Registered deaths",0,NA,NA
"744","b01f9e54-2a87-43bc-a610-47a97108b8b8","CPWEE1",NA,NA,"2013-09-22","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
"745","bf23cac4-e1c1-460c-be91-7b401e9e925f","CPWEE1",NA,NA,"2013-12-01","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"746","9d093181-06a5-4926-a48b-d4351c3581c9","CPWEE1",NA,NA,"2013-12-15","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"747","6a47c410-6580-4589-9040-1aafe823edb9","CPWEE1",NA,NA,"2013-12-22","P7D","Under 30",NA,NA,NA,NA,NA,21,"Number","Registered deaths",0,NA,NA
"748","704c2680-4bc1-4ac8-80b5-3ab76948b960","CPWEE1",NA,NA,"2013-12-29","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"749","1308d539-33d6-4a13-80cb-742e30d101b8","CPWEE1",NA,NA,"2014-01-26","P7D","Under 30",NA,NA,NA,NA,NA,15,"Number","Registered deaths",0,NA,NA
"750","d5479566-5ffc-4297-bd25-02eac42acebe","CPWEE1",NA,NA,"2014-02-23","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"751","4e61a66a-ddf5-439e-ab98-95834598e56b","CPWEE1",NA,NA,"2014-03-02","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"752","0ae005a6-74b8-41ea-9675-b991c34bd1ea","CPWEE1",NA,NA,"2014-03-09","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"753","536d00af-c194-48ed-901d-0d47ae003958","CPWEE1",NA,NA,"2014-03-16","P7D","Under 30",NA,NA,NA,NA,NA,11,"Number","Registered deaths",0,NA,NA
"754","8e25a97f-caf2-46f9-9fcf-dd694afc6c11","CPWEE1",NA,NA,"2014-03-30","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"755","41c4d571-8d5d-4e08-9964-32ef005c2398","CPWEE1",NA,NA,"2014-04-20","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"756","3b3e52fd-1d19-4b62-8eb7-9b261ce63080","CPWEE1",NA,NA,"2014-04-27","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"757","2bdda07b-caba-44e9-b9d3-7b2ed0bce336","CPWEE1",NA,NA,"2014-05-04","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"758","060d03e1-de60-4acf-8804-d01b666aed78","CPWEE1",NA,NA,"2014-05-11","P7D","Under 30",NA,NA,NA,NA,NA,9,"Number","Registered deaths",0,NA,NA
"759","418853fd-3cfb-4847-8830-401805d9322a","CPWEE1",NA,NA,"2014-05-18","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"760","0a1ed5e4-82b2-4b58-8f3d-a5a4a97a5452","CPWEE1",NA,NA,"2014-06-08","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"761","0580ba94-7527-44c0-8465-c9083ef55658","CPWEE1",NA,NA,"2014-06-15","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"762","8d0c567b-2d7b-479f-86f3-711e6b49e00b","CPWEE1",NA,NA,"2014-06-29","P7D","Under 30",NA,NA,NA,NA,NA,22,"Number","Registered deaths",0,NA,NA
"763","2049d3df-3e17-4c36-820c-a5fe1e667b14","CPWEE1",NA,NA,"2014-07-06","P7D","Under 30",NA,NA,NA,NA,NA,11,"Number","Registered deaths",0,NA,NA
"764","e7c6ca89-53c4-4645-a96e-62f60b26942d","CPWEE1",NA,NA,"2014-07-20","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"765","f2d62f04-13dc-4597-bbd4-8faa379c4204","CPWEE1",NA,NA,"2014-08-03","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"766","a98b3dad-f177-44a8-bd41-649d6d76fe29","CPWEE1",NA,NA,"2014-08-24","P7D","Under 30",NA,NA,NA,NA,NA,8,"Number","Registered deaths",0,NA,NA
"767","4aff363e-9566-4d4d-98f1-4934e51aed8c","CPWEE1",NA,NA,"2014-09-07","P7D","Under 30",NA,NA,NA,NA,NA,15,"Number","Registered deaths",0,NA,NA
"768","c94b8b44-d1d4-4e5c-bcf1-5cbd2f0aa9f1","CPWEE1",NA,NA,"2014-09-14","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"769","2ee87d31-82c6-414c-bf1f-5d7fc65dceec","CPWEE1",NA,NA,"2014-10-12","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"770","207ce68d-21db-4697-9cd8-7f5e05fb3c5a","CPWEE1",NA,NA,"2014-10-19","P7D","Under 30",NA,NA,NA,NA,NA,9,"Number","Registered deaths",0,NA,NA
"771","e44edc46-72ed-4065-9cb8-17e28343f180","CPWEE1",NA,NA,"2014-11-16","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"772","37840fcf-8eb3-4ad9-ab6f-4c7e9b3eaa67","CPWEE1",NA,NA,"2014-11-23","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"773","16e14c31-2fbb-4f6c-8702-0a64ad36404a","CPWEE1",NA,NA,"2014-12-14","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
"774","c1a50627-ef64-4f13-89b9-f966f1484307","CPWEE1",NA,NA,"2014-12-21","P7D","Under 30",NA,NA,NA,NA,NA,21,"Number","Registered deaths",0,NA,NA
"775","7774f414-bc64-4b5c-847f-10f6794346eb","CPWEE1",NA,NA,"2014-12-28","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"776","01c124d1-1918-419a-853a-78ac74d2df82","CPWEE1",NA,NA,"2015-01-04","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"777","aac66328-25bf-481a-b601-b38f77757c3e","CPWEE1",NA,NA,"2015-02-08","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"778","1feb265b-1521-4f49-b539-959aae6749a6","CPWEE1",NA,NA,"2015-03-01","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"779","72dc7f2c-d348-476c-95b0-0a1c6b97fb3d","CPWEE1",NA,NA,"2015-04-05","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"780","deec4247-7431-445f-8916-33feeee7fa06","CPWEE1",NA,NA,"2015-04-19","P7D","Under 30",NA,NA,NA,NA,NA,15,"Number","Registered deaths",0,NA,NA
"781","bd8d47b5-b5cf-4de7-a666-13cec6eb7497","CPWEE1",NA,NA,"2015-05-10","P7D","Under 30",NA,NA,NA,NA,NA,21,"Number","Registered deaths",0,NA,NA
"782","ba369014-84df-477a-9841-2bd21c359621","CPWEE1",NA,NA,"2015-05-17","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"783","12b50f18-078c-4d81-bc75-99280bc46c11","CPWEE1",NA,NA,"2015-05-24","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"784","2e7cfb72-3214-4d7e-96b3-d25105aab49b","CPWEE1",NA,NA,"2015-06-21","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"785","c9f64c13-3c34-44c6-b169-571f4f139905","CPWEE1",NA,NA,"2015-06-28","P7D","Under 30",NA,NA,NA,NA,NA,21,"Number","Registered deaths",0,NA,NA
"786","826863f8-d9ff-4826-ad5b-82d29b0c99fa","CPWEE1",NA,NA,"2015-07-05","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"787","3bd13740-7c79-4e5f-8a3b-883f05625d25","CPWEE1",NA,NA,"2015-07-19","P7D","Under 30",NA,NA,NA,NA,NA,11,"Number","Registered deaths",0,NA,NA
"788","0d9ee09d-2e45-47de-9b8c-a2cae2f8a84f","CPWEE1",NA,NA,"2015-07-26","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"789","d21c0d29-3733-4ff4-b337-be8f474fabfa","CPWEE1",NA,NA,"2015-08-02","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
"790","179b7cb7-8c45-4245-aef4-0db4bd431d86","CPWEE1",NA,NA,"2015-08-09","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"791","55ff29b5-4e64-4507-a88c-bf0fd0e04fc5","CPWEE1",NA,NA,"2015-08-23","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
"792","26970d76-f47f-4296-ae45-1199a98e9a40","CPWEE1",NA,NA,"2015-09-13","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"793","1b29bb2c-6ea7-4147-8813-dd00a53d440d","CPWEE1",NA,NA,"2015-09-20","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"794","51054aef-2fd5-42c0-b088-7e52e2ed3936","CPWEE1",NA,NA,"2015-10-04","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"795","f9bc1064-e6f2-4c5d-99b4-4f104db43468","CPWEE1",NA,NA,"2015-10-18","P7D","Under 30",NA,NA,NA,NA,NA,26,"Number","Registered deaths",0,NA,NA
"796","0c61ed9a-dfa7-4eca-9e53-07ba296f3d3b","CPWEE1",NA,NA,"2015-11-01","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"797","857b57c9-0fa5-465c-b85d-670200d624d3","CPWEE1",NA,NA,"2015-11-08","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"798","7f5bfeb2-ebd4-4db4-a8aa-4a2528e48137","CPWEE1",NA,NA,"2015-12-06","P7D","Under 30",NA,NA,NA,NA,NA,22,"Number","Registered deaths",0,NA,NA
"799","36d90709-d4a0-46b1-bb17-faaad9126b1a","CPWEE1",NA,NA,"2015-12-13","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"800","acde5f37-be87-4b23-9ac1-bcf832b1098a","CPWEE1",NA,NA,"2016-01-10","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
"801","19725b37-98d9-4779-bbfd-d1192d8b99e7","CPWEE1",NA,NA,"2016-01-17","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"802","6904ccab-c7df-4e20-a079-06e6d2bbb067","CPWEE1",NA,NA,"2016-01-24","P7D","Under 30",NA,NA,NA,NA,NA,19,"Number","Registered deaths",0,NA,NA
"803","3f333678-3b22-403f-93e1-47a4e9e28faa","CPWEE1",NA,NA,"2016-01-31","P7D","Under 30",NA,NA,NA,NA,NA,15,"Number","Registered deaths",0,NA,NA
"804","6c099a66-0cf2-49bc-a0d1-a0b29c5b952b","CPWEE1",NA,NA,"2016-02-14","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"805","727e7466-95d6-4a6f-af8e-640f5543a592","CPWEE1",NA,NA,"2016-02-21","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"806","e27451e2-6bb1-4a41-bdbf-52f5f2fb16d8","CPWEE1",NA,NA,"2016-02-28","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"807","9bfc95d5-0073-4be1-9098-0eaef868d41d","CPWEE1",NA,NA,"2016-03-20","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"808","300c6973-f4ce-4a76-b672-0f98eadf2af3","CPWEE1",NA,NA,"2016-03-27","P7D","Under 30",NA,NA,NA,NA,NA,11,"Number","Registered deaths",0,NA,NA
"809","c24bbfef-9c7f-4b12-948b-4d431e98ee50","CPWEE1",NA,NA,"2016-04-03","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
"810","5e7a38a2-cc1d-4fe7-9be3-8c2ac656b7e0","CPWEE1",NA,NA,"2016-04-10","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"811","84d58b81-2fe5-408c-9aee-a737b6e6d37a","CPWEE1",NA,NA,"2016-04-17","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"812","54aa1bb5-96c7-4724-9174-b66b36855370","CPWEE1",NA,NA,"2016-04-24","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
"813","2efc26e6-6f90-4bd2-a387-a192876d1d7b","CPWEE1",NA,NA,"2016-05-01","P7D","Under 30",NA,NA,NA,NA,NA,12,"Number","Registered deaths",0,NA,NA
"814","c5599ae5-b980-481b-86d4-666981f7af7d","CPWEE1",NA,NA,"2016-05-08","P7D","Under 30",NA,NA,NA,NA,NA,15,"Number","Registered deaths",0,NA,NA
"815","be28f69a-b392-4945-b67e-4a26b84124e3","CPWEE1",NA,NA,"2016-05-22","P7D","Under 30",NA,NA,NA,NA,NA,14,"Number","Registered deaths",0,NA,NA
"816","1b33a42c-813f-4617-b626-42d557769b32","CPWEE1",NA,NA,"2016-06-26","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"817","cf5d09b6-8184-4098-9ff6-201188a48b42","CPWEE1",NA,NA,"2016-07-03","P7D","Under 30",NA,NA,NA,NA,NA,15,"Number","Registered deaths",0,NA,NA
"818","5f5c6ee9-83e0-4c54-91fc-aed5d3053fe5","CPWEE1",NA,NA,"2016-07-17","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"819","01a93e99-2ca7-492a-80d7-7f48789bb4fa","CPWEE1",NA,NA,"2016-07-24","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"820","3d50468e-bf2e-4ecc-8534-f426767f9414","CPWEE1",NA,NA,"2016-08-07","P7D","Under 30",NA,NA,NA,NA,NA,21,"Number","Registered deaths",0,NA,NA
"821","cc180527-7868-4f07-aaa2-e70c6283963b","CPWEE1",NA,NA,"2016-08-21","P7D","Under 30",NA,NA,NA,NA,NA,20,"Number","Registered deaths",0,NA,NA
"822","7e8bfb29-871a-4b71-8e76-fafa4cfa0789","CPWEE1",NA,NA,"2016-09-04","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"823","aef1782e-819e-4dc1-ad0f-c78fd82c6778","CPWEE1",NA,NA,"2016-09-11","P7D","Under 30",NA,NA,NA,NA,NA,8,"Number","Registered deaths",0,NA,NA
"824","eed27ee7-6c91-471c-9ae7-9ab8c6480632","CPWEE1",NA,NA,"2016-10-09","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"825","8c75f7e1-47d5-4fd7-9c3d-ced1c728d554","CPWEE1",NA,NA,"2016-11-06","P7D","Under 30",NA,NA,NA,NA,NA,10,"Number","Registered deaths",0,NA,NA
"826","5469377a-c486-4b94-9e01-d0433c0d518c","CPWEE1",NA,NA,"2016-11-27","P7D","Under 30",NA,NA,NA,NA,NA,11,"Number","Registered deaths",0,NA,NA
"827","b96368cf-8c15-41ec-8552-7cf95d711d61","CPWEE1",NA,NA,"2016-12-04","P7D","Under 30",NA,NA,NA,NA,NA,8,"Number","Registered deaths",0,NA,NA
"828","652db8fc-5852-4633-b646-9069292c9dd4","CPWEE1",NA,NA,"2016-12-11","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"829","3317b38b-a4d2-4a60-bf78-bb1cb00ed185","CPWEE1",NA,NA,"2017-01-15","P7D","Under 30",NA,NA,NA,NA,NA,11,"Number","Registered deaths",0,NA,NA
"830","a4824ec6-d5c1-4c41-808e-fc799073a1d0","CPWEE1",NA,NA,"2017-02-26","P7D","Under 30",NA,NA,NA,NA,NA,10,"Number","Registered deaths",0,NA,NA
"831","590dbc62-1940-4b14-b376-260751a666fa","CPWEE1",NA,NA,"2017-03-05","P7D","Under 30",NA,NA,NA,NA,NA,13,"Number","Registered deaths",0,NA,NA
"832","726eafee-7530-4498-b409-ab695f9b9490","CPWEE1",NA,NA,"2017-03-19","P7D","Under 30",NA,NA,NA,NA,NA,9,"Number","Registered deaths",0,NA,NA
"833","83637f89-93e4-4cab-bb63-dfc362b1800d","CPWEE1",NA,NA,"2017-04-09","P7D","Under 30",NA,NA,NA,NA,NA,18,"Number","Registered deaths",0,NA,NA
"834","c3dc1f77-7f88-409b-9cf0-3cd21af0cdd5","CPWEE1",NA,NA,"2017-04-16","P7D","Under 30",NA,NA,NA,NA,NA,16,"Number","Registered deaths",0,NA,NA
"835","d9fe31bf-44b9-478a-b4d4-8bdc18cb9b7d","CPWEE1",NA,NA,"2017-04-23","P7D","Under 30",NA,NA,NA,NA,NA,17,"Number","Registered deaths",0,NA,NA
