"Week","Label1","mean_deaths_per_capita","Period","deaths_per_capita","weekly_pop","Year","weekly_excess_rate","weekly_excess_number"
1,"60 to 79",0.000255298794100142,2021-01-03,0.00024715542414617,910358.333333333,2021,-8.14336995397247e-06,-7.41338469901512
1,"60 to 79",0.000255298794100142,2022-01-02,0.000235855490149996,932774.555555556,2022,-1.94433039501463e-05,-18.1362192006293
1,"80 and over",0.00171370047855837,2011-01-02,0.00168670664786128,149996.444444444,2011,-2.69938306970881e-05,-4.04897862649851
1,"80 and over",0.00171370047855837,2012-01-01,0.0017005507024295,152891.648351648,2012,-1.31497761288689e-05,-2.01049094779793
1,"80 and over",0.00171370047855837,2013-01-06,0.00175115563395697,155326,2013,3.74551553985972e-05,5.81775946744252
1,"80 and over",0.00171370047855837,2014-01-05,0.00168600816693095,158362.222222222,2014,-2.76923116274248e-05,-4.38541600778927
1,"80 and over",0.00171370047855837,2015-01-04,0.0017078576633471,161020.444444444,2015,-5.84281521127331e-06,-0.940812702125989
1,"80 and over",0.00171370047855837,2016-01-03,0.00173980714287638,163236.483516484,2016,2.61066643180063e-05,4.26156007961661
1,"80 and over",0.00171370047855837,2017-01-01,0.00176781262651013,166872.888888889,2017,5.41121479517609e-05,9.02985045269331
1,"80 and over",0.00171370047855837,2018-01-07,0.00166713084563842,170352.555555556,2018,-4.65696329199465e-05,-7.93325597919701
1,"80 and over",0.00171370047855837,2019-01-06,0.00168589411441982,174981.333333333,2019,-2.7806364138547e-05,-4.86559467211514
1,"80 and over",0.00171370047855837,2020-01-05,0.00155520486378776,181326.593406593,2020,-0.000158495614770609,-28.7394698962382
1,"80 and over",0.00171370047855837,2021-01-03,0.00184145315661445,190610.333333333,2021,0.000127752678056083,24.3509805484961
1,"80 and over",0.00171370047855837,2022-01-02,0.00151629515203955,199169.666666667,2022,-0.00019740532651882,-39.3171530809779
2,"Under 30",9.50272800174213e-06,2011-01-09,9.40478759010616e-06,1807590,2011,-9.79404116359647e-08,-0.177036108669053
2,"Under 30",9.50272800174213e-06,2012-01-08,7.7350531784906e-06,1809942.30769231,2012,-1.76767482325153e-06,-3.19938944884546
2,"Under 30",9.50272800174213e-06,2013-01-13,1.1593153905252e-05,1811413.88888889,2013,2.09042590350991e-06,3.78662651531095
2,"Under 30",9.50272800174213e-06,2014-01-12,8.21152898669732e-06,1826700,2014,-1.29119901504481e-06,-2.35863324078235
2,"Under 30",9.50272800174213e-06,2015-01-11,9.1240135927527e-06,1863215.11111111,2015,-3.78714408989432e-07,-0.705626409624623
2,"Under 30",9.50272800174213e-06,2016-01-10,8.92442917977977e-06,1904883.73626374,2016,-5.78298821962356e-07,-1.10159202065657
2,"Under 30",9.50272800174213e-06,2017-01-08,7.20809860770427e-06,1942259.77777778,2017,-2.29462939403786e-06,-4.45676637694633
2,"Under 30",9.50272800174213e-06,2018-01-14,7.62358078573028e-06,1967579.33333333,2018,-1.87914721601184e-06,-3.69737122651577
2,"Under 30",9.50272800174213e-06,2019-01-13,1.46335178427436e-05,1981751.77777778,2019,5.13078984100149e-06,10.1679518888089
2,"Under 30",9.50272800174213e-06,2020-01-12,5.50040225469236e-06,1999853.73626374,2020,-4.00232574704976e-06,-8.00406609898202
2,"Under 30",9.50272800174213e-06,2021-01-10,7.52384641321522e-06,1993661.11111111,2021,-1.97888158852691e-06,-3.94521926653988
